,LAT,LNG,ID,Usage Cost,Connecting Points Charger,Date Created,Charging Point Enabled,Operator Title,Address Title,Address Line,Town,geometry,Province
0,52.2209165058091,4.531349788212651,189190,0.37,2,2021-09-12,True,Allego BV,Kagerdreef 90,Kagerdreef 90,Teylingen,POINT (4.531349788212651 52.2209165058091),Zuid-Holland
5,51.834832,4.618082,175091,0.3426,2,2021-04-26,True,Ionity,IONITY Sandelingen West,"Sandelingen West, A16, 16",Hendrik-Ido-Ambacht,POINT (4.618082 51.834832),Zuid-Holland
7,52.066539,4.738413,175087,0.3426,4,2021-04-26,True,Ionity,IONITY Bodegraven,La Place Goudseweg 32,Bodegraven,POINT (4.738413 52.066539),Zuid-Holland
18,52.06503590109799,4.329579515997125,171439,0.33,1,2021-01-02,True,Ecotap,Van Musschenbroekstraat,Van Musschenbroekstraat,The Hague,POINT (4.329579515997125 52.06503590109799),Zuid-Holland
19,51.899517,4.982968,171094,0.25,16,2020-12-20,True,Tesla Motors (Worldwide),Meerkerk Supercharger,Energieweg 116 Meerkerk,Utrecht,POINT (4.982968 51.899517),Zuid-Holland
30,52.07764559748188,4.820435944502833,169654,0.3426,2,2020-10-28,True,(Unknown Operator),Graaf Adolfstraat,Graaf Adolfstraat,Zoetermeer,POINT (4.820435944502833 52.07764559748188),Zuid-Holland
37,51.91037173058714,4.474995764763207,162363,0.3426,1,2020-08-07,True,EV-Box,Koningin Emmaplein 15,Koningin Emmaplein 15,Rotterdam,POINT (4.474995764763207 51.91037173058714),Zuid-Holland
38,51.9104609155961,4.477087146797885,162362,0.3426,1,2020-08-07,True,EV-Box,Van Vollenhovenstraat 3,Van Vollenhovenstraat 3,Rotterdam,POINT (4.477087146797885 51.9104609155961),Zuid-Holland
41,51.89464168918698,4.530835616649711,161853,0.3426,2,2020-07-27,True,Shell UK Oil Products Limited,Shell Rotterdam,48 Stadionweg,Rotterdam,POINT (4.530835616649711 51.89464168918698),Zuid-Holland
46,52.048276,4.349078,161270,0.25,18,2020-07-08,True,Tesla Motors (Worldwide),Rijswijk Supercharger,Laan Van Hoornwijck 29,Rijswijk,POINT (4.349078 52.048276),Zuid-Holland
50,52.059905953834345,4.515953744973444,156061,0.3426,2,2020-05-04,True,Last Mile Solutions,Dadelgaarde 28,Dadelgaarde 28,Zoetermeer,POINT (4.515953744973444 52.05990595383435),Zuid-Holland
51,52.05951900533063,4.512890914411173,156060,0.22,2,2020-05-04,True,Eneco,Gaardedreef 45,Gaardedreef 45,Zoetermeer,POINT (4.512890914411173 52.05951900533063),Zuid-Holland
54,51.981313294692,4.338029529359346,154912,0.3426,2,2020-03-21,True,EV-Box,Sowetostraat 2,Sowetostraat 2,Delft,POINT (4.338029529359346 51.981313294692),Zuid-Holland
56,52.061878017790576,4.539799144399467,149869,0.3426,2,2020-03-07,True,Vattenfall InCharge,Schuddebeursstraat,Schuddebeursstraat 90,Zoetermeer,POINT (4.539799144399467 52.06187801779058),Zuid-Holland
62,52.10143220497022,4.296741264116008,148197,0.3426,2,2020-01-27,True,Last Mile Solutions,LastMileSolutions Charging Station,Wagenaarweg 17,Den Haag,POINT (4.296741264116008 52.10143220497022),Zuid-Holland
67,52.06545893864143,4.255977912920798,135441,0.34,2,2019-12-21,True,Vattenfall InCharge,Sterappelstraat ,Sterappelstraat 46,Den Haag,POINT (4.255977912920798 52.06545893864143),Zuid-Holland
90,51.86262339782925,4.4598305447498205,132386,0.3426,4,2019-09-28,True,FastNed,Fastned Portland,Portland A15,Rhoon,POINT (4.459830544749821 51.86262339782925),Zuid-Holland
96,52.0552053241585,4.39111172879348,132380,0.3426,4,2019-09-28,True,FastNed,Fastned Prinses Máximaplein,Prinses Máximaplein,Den Haag,POINT (4.39111172879348 52.0552053241585),Zuid-Holland
97,51.83475015088521,4.620992950949812,132379,0.3426,4,2019-09-28,True,FastNed,Fastned Sandelingen-Oost,Sandelingen-Oost A16,Hendrik-Ido-Ambacht,POINT (4.620992950949812 51.83475015088521),Zuid-Holland
98,51.983412,4.392855,132378,0.3426,4,2019-09-28,True,FastNed,Fastned Vrijenban,Vrijenban A13,Delft,POINT (4.392855 51.983412),Zuid-Holland
105,51.87017118353936,4.182257291199221,132371,0.3426,4,2019-09-28,True,FastNed,Fastned Tussenhoek,Tussenhoek N57,Vierpolders,POINT (4.182257291199221 51.87017118353936),Zuid-Holland
106,51.870605301019566,4.180432122666616,132370,0.3426,4,2019-09-28,True,FastNed,Fastned Coosenhoek,Coosenhoek N57,Vierpolders,POINT (4.180432122666616 51.87060530101957),Zuid-Holland
110,52.07904494794499,4.333990347882718,132366,0.3426,4,2019-09-28,True,FastNed,Fastned Beatrixkwartier,J.P. Coenstraat 2,Den Haag,POINT (4.333990347882718 52.07904494794499),Zuid-Holland
116,51.7488403179767,4.1007135315233,130958,0.3426,4,2019-08-27,True,Park & Charge,Reginahof,Reginahof,Goeree-Overflakkee,POINT (4.1007135315233 51.7488403179767),Zuid-Holland
122,52.0767138401761,4.49590898462804,129629,0.3,2,2019-07-21,True,Ecotap,Vletkade parkeerplaats,Vletkade 20,Zoetermeer,POINT (4.49590898462804 52.0767138401761),Zuid-Holland
136,52.160832,4.54932,125954,0.25,24,2019-05-10,True,Tesla Motors (Worldwide),Leiderdorp Supercharger,2 Persant Snoepweg,Leiderdorp,POINT (4.54932 52.160832),Zuid-Holland
141,52.268231,4.5438,125557,0.3426,2,2019-04-20,True,EV-Box,Keukenhof,Stationsweg,Lisse,POINT (4.5438 52.268231),Zuid-Holland
146,52.022778,4.684873,118265,0.25,24,2019-03-20,True,Tesla Motors (Worldwide),Gouda Supercharger,1 Harderwijkweg,Gouda,POINT (4.684873 52.022778),Zuid-Holland
150,51.975543,4.5603847,117994,0.3426,2,2019-03-14,True,Tesla Motors (Worldwide),Lake 7,Strandweg 23,Zevenhuizen,POINT (4.5603847 51.975543),Zuid-Holland
155,52.041151091205,4.39949333667755,114251,0.0,1,2019-01-04,True,EV-Box,"Daslook, Nootdorp",Daslook,Nootdorp ,POINT (4.39949333667755 52.041151091205),Zuid-Holland
156,52.212619,4.504546,114119,0.3426,2,2019-01-03,True,Tesla Motors (Worldwide),Hotel Van der Valk Sassenheim-Leiden,Warmonderweg 8,Sassenheim,POINT (4.504546 52.212619),Zuid-Holland
167,51.826405,4.0442323,109263,0.3426,1,2018-10-11,True,Tesla Motors (Worldwide),Restaurant Zoet of Zout,Haringvlietplein 3,Stellendam,POINT (4.0442323 51.826405),Zuid-Holland
173,51.8546165691436,4.30309292047241,107922,0.3426,1,2018-08-19,True,(Unknown Operator),Boyleweg,Boyleweg 6,Spijkenisse,POINT (4.30309292047241 51.8546165691436),Zuid-Holland
174,51.8324132619278,4.14737400335343,107697,0.3,2,2018-08-07,True,Allego BV,50 kW Fastcharger  Winkelcentrum Struytse Hoeck 62 tegenover BCC,Struytse Hoeck 62,Hellevoetsluis,POINT (4.14737400335343 51.8324132619278),Zuid-Holland
175,51.989683722539,4.48553402113248,107646,0.3426,1,2018-08-04,True,Allego BV,Abe Bonnemastraat,Abe Bonnemastraat,Bergschenhoek,POINT (4.48553402113248 51.989683722539),Zuid-Holland
178,52.247115,4.432682,106514,0.3426,2,2018-06-23,True,Tesla Motors (Worldwide),Hotels Van Oranje,Koningin Wilhelmina Boulevard 20,Noordwijk Aan Zee,POINT (4.432682 52.247115),Zuid-Holland
183,51.839649,5.009054,104466,0.3426,3,2018-05-20,True,Tesla Motors (Worldwide),Evenementenhal Gorinchem,Franklinweg 2,Gorinchem,POINT (5.009054 51.839649),Zuid-Holland
194,52.059399,4.362439,100774,0.3426,1,2018-03-10,True,Tesla Motors (Worldwide),Skidiscovery den Haag,Waterpas 99,Den Haag,POINT (4.362439 52.059399),Zuid-Holland
196,52.0333797904231,4.497190117836,100426,0.0,2,2018-02-24,True,(Unknown Operator),ColoCenter,Heliumsstraat 200,Zoetermeer,POINT (4.497190117836 52.0333797904231),Zuid-Holland
197,52.271875,4.564281,100356,0.3426,2,2018-02-23,True,Tesla Motors (Worldwide),Hotel Restaurant de Nachtegaal,Heereweg 10,Lisse,POINT (4.564281 52.271875),Zuid-Holland
223,52.241952,4.431662,94007,0.3426,1,2017-10-14,True,Tesla Motors (Worldwide),Radisson Blu Palace Hotel,Pickeplein 8,Noordwijk,POINT (4.431662 52.241952),Zuid-Holland
227,51.8561502,4.2972181,93749,0.0,1,2017-10-07,True,Ecotap,Ecotap,Boyleweg 6,Spijkenisse,POINT (4.2972181 51.8561502),Zuid-Holland
228,52.07405853,4.63905478,93095,0.0,1,2017-09-18,True,Allego BV,Kalverdans 17,Kalverdans 17,Boskoop,POINT (4.63905478 52.07405853),Zuid-Holland
229,52.07606506,4.64681053,93094,0.0,1,2017-09-18,True,Allego BV,Parklaan 1 B,Parklaan 1 B,Boskoop,POINT (4.64681053 52.07606506),Zuid-Holland
230,52.0751915,4.65680504,93092,0.0,2,2017-09-18,True,Allego BV,Raadhuisplein 1,Raadhuisplein 1,Boskoop,POINT (4.65680504 52.0751915),Zuid-Holland
232,52.189745,4.503932,92984,0.3426,1,2017-09-15,True,Tesla Motors (Worldwide),Olympia Charters Sloepenverhuur,Olympia Charters Sloepenverhuur,Warmond,POINT (4.503932 52.189745),Zuid-Holland
233,52.113888,4.285957,92556,0.3426,1,2017-09-07,True,Tesla Motors (Worldwide),Ramada the Hague - Scheveningen,Zwolsestraat 17,Den Haag,POINT (4.285957 52.113888),Zuid-Holland
252,52.0176944788978,4.70871448516846,86109,0.3426,4,2017-04-25,True,(Unknown Operator), P+R Parkeergarage NS-station Gouda,Burgemeester Jamessing,Gouda,POINT (4.70871448516846 52.0176944788978),Zuid-Holland
253,52.1601143233767,4.55392185819699,85841,0.0,3,2017-04-18,True,Allego BV,"MisterGreen, A4 richting Amsterdam, Leiderdorp",Total Leiderdorp A4 richting Amsterdam, Leiderdorp,POINT (4.55392185819699 52.1601143233767),Zuid-Holland
255,51.98402175120854,4.395835495770264,85740,0.3426,2,2017-04-14,True,EVnetNL,Rijksstraatweg 75,"A13 West, Ruyven",Delfgauw,POINT (4.395835495770264 51.98402175120854),Zuid-Holland
256,51.993348126445625,4.386129150787381,85711,0.3426,1,2017-04-12,True,(Unknown Operator),YES!Delft,12 Molengraaffsingel,Delft,POINT (4.386129150787381 51.99334812644562),Zuid-Holland
261,51.867531,4.55762,85290,0.3426,3,2017-04-01,True,Tesla Motors (Worldwide),Van der Valk Hotel Ridderkerk,Krommeweg 1,Ridderkerk,POINT (4.55762 51.867531),Zuid-Holland
284,51.774411,4.653324,79301,0.25,16,2017-01-27,True,Tesla Motors (Worldwide),Tesla Supercharger Dordrecht,1600 Laan Van Europa,Dordrecht,POINT (4.653324 51.774411),Zuid-Holland
285,51.923506,4.47707,79223,0.0,1,2017-01-26,True,Tesla Motors (Worldwide),Hilton Rotterdam,Weena 10,Rotterdam,POINT (4.47707 51.923506),Zuid-Holland
290,52.048317,4.350055,75325,0.0,2,2016-12-14,True,Tesla Motors (Worldwide),"Restaurant, Hotel & Spa Savarin",29 Laan van Hoornwijck 29,Rijswijk,POINT (4.350055 52.048317),Zuid-Holland
294,52.241193,4.429914,75280,0.0,1,2016-12-14,True,Tesla Motors (Worldwide),Grand Hotel Huis Ter Duin,Koningin Astrid Boulevard 5,Noordwijk,POINT (4.429914 52.241193),Zuid-Holland
295,52.102594,4.364455,75244,0.0,1,2016-12-14,True,Tesla Motors (Worldwide),Restaurant de Landbouw,Zijdeweg 58,Wassenaar,POINT (4.364455 52.102594),Zuid-Holland
298,51.947716,4.436052,75044,0.0,2,2016-12-11,True,Tesla Motors (Worldwide),Worldhotel Wings,Rotterdam Airportplein 55,Rotterdam,POINT (4.436052 51.947716),Zuid-Holland
302,51.96787562596961,4.589078075518738,74979,0.3426,6,2016-12-09,True,FastNed,Fastned Maatveld,A20 North,Nieuwerkerk Aan Den Ijssel,POINT (4.589078075518738 51.96787562596961),Zuid-Holland
303,51.9660677656942,4.58884119987488,74978,0.3426,6,2016-12-09,True,FastNed,Fastned De Vink,A20 South,Nieuwerkerk Aan Den Ijssel,POINT (4.58884119987488 51.9660677656942),Zuid-Holland
304,52.0987683246335,4.34650897979736,74874,0.3426,2,2016-11-24,True,FastNed, Fastned ten Bosch,Leidsestraatweg,Den Haag,POINT (4.34650897979736 52.0987683246335),Zuid-Holland
305,52.06139632516377,4.228057265281677,74873,0.3426,2,2016-11-24,True,FastNed,Fastned Laan van Meerdervoort,Laan van Meerdervoort,Den Haag,POINT (4.228057265281677 52.06139632516377),Zuid-Holland
323,51.8148813554362,4.66173759140168,70892,0.3426,3,2016-08-16,True,(Private Residence/Individual),"Houttuinen 31, Dordrecht",Houttuinen 31,Dordrecht,POINT (4.66173759140168 51.8148813554362),Zuid-Holland
493,52.29543,4.56624,68152,0.0,1,2016-06-04,True,EV-Box,Wilhelminalaan 91,Wilhelminalaan 91,Hillegom,POINT (4.56624 52.29543),Zuid-Holland
511,52.257138,4.489682,68134,0.0,1,2016-06-04,True,Nuon,Andellaan 5,Andellaan 5,Noordwijkerhout,POINT (4.489682 52.257138),Zuid-Holland
515,52.24127,4.42792,68130,0.0,1,2016-06-04,True,EV-Box,Koningin Astrid Boulevard 5,Koningin Astrid Boulevard 5,Noordwijk,POINT (4.42792 52.24127),Zuid-Holland
530,52.20282892,4.41710706,68115,0.0,1,2016-06-04,True,Allego BV,Synthese 20,Synthese 20,Katwijk,POINT (4.41710706 52.20282892),Zuid-Holland
532,52.19539935,4.75214283,68113,0.0,1,2016-06-04,True,Allego BV,Hazeweg 1,Hazeweg 1,Nieuwkoop,POINT (4.75214283 52.19539935),Zuid-Holland
534,52.18609241,4.42328336,68111,0.0,1,2016-06-04,True,Allego BV,Asterstraat 45,Asterstraat 45,Katwijk,POINT (4.42328336 52.18609241),Zuid-Holland
536,52.18175864,4.50833837,68109,0.0,1,2016-06-04,True,Allego BV,Cosmeaduin 17,Cosmeaduin 17,Leiden,POINT (4.50833837 52.18175864),Zuid-Holland
537,52.17827558,4.49926233,68108,0.0,1,2016-06-04,True,Allego BV,Lijsterbes 23,Lijsterbes 23,Leiden,POINT (4.49926233 52.17827558),Zuid-Holland
538,52.17792,4.43672,68107,0.0,1,2016-06-04,True,EV-Box,Hoofdstraat 77,Hoofdstraat 77,Katwijk,POINT (4.43672 52.17792),Zuid-Holland
540,52.17311459,4.51081483,68105,0.0,1,2016-06-04,True,Allego BV,Zijldonk 51,Zijldonk 51,Leiden,POINT (4.51081483 52.17311459),Zuid-Holland
541,52.16414042,4.46280717,68104,0.0,1,2016-06-04,True,Allego BV,Verbeekstraat 8,Verbeekstraat 8,Leiden,POINT (4.46280717 52.16414042),Zuid-Holland
544,52.15666374,4.4763879,68101,0.0,1,2016-06-04,True,Allego BV,De Genestetstraat 73,De Genestetstraat 73,Leiden,POINT (4.4763879 52.15666374),Zuid-Holland
545,52.1562271,4.6529875,68100,0.0,1,2016-06-04,True,Allego BV,Stoelmatter 150,Stoelmatter 150,Alphen Aan Den Rijn,POINT (4.6529875 52.1562271),Zuid-Holland
546,52.15493917,4.51056272,68099,0.0,1,2016-06-04,True,Allego BV,Rijndijkstraat 1,Rijndijkstraat 1,Leiden,POINT (4.51056272 52.15493917),Zuid-Holland
547,52.15485933,4.48944385,68098,0.0,1,2016-06-04,True,Allego BV,Sint Jacobsgracht 1,Sint Jacobsgracht 1,Leiden,POINT (4.48944385 52.15485933),Zuid-Holland
548,52.15228975,4.76768592,68097,0.0,1,2016-06-04,True,Allego BV,Blaasbalg 41,Blaasbalg 41,Nieuwkoop,POINT (4.76768592 52.15228975),Zuid-Holland
549,52.15157147,4.46527446,68096,0.0,1,2016-06-04,True,Allego BV,Haagweg 243,Haagweg 243,Leiden,POINT (4.46527446 52.15157147),Zuid-Holland
550,52.15152789,4.444849,68095,0.0,1,2016-06-04,True,Allego BV,Cornelie van Zantenstraat 1,Cornelie van Zantenstraat 1,Leiden,POINT (4.444849 52.15152789),Zuid-Holland
551,52.15018061,4.47988815,68094,0.0,1,2016-06-04,True,Allego BV,Hoflaan 84,Hoflaan 84,Leiden,POINT (4.47988815 52.15018061),Zuid-Holland
555,52.14602143,4.77104992,68090,0.0,1,2016-06-04,True,Allego BV,Verdistraat 15,Verdistraat 15,Nieuwkoop,POINT (4.77104992 52.14602143),Zuid-Holland
557,52.14001591,4.67527787,68088,0.0,1,2016-06-04,True,Allego BV,Juweelstraat 83,Juweelstraat 83,Alphen Aan Den Rijn,POINT (4.67527787 52.14001591),Zuid-Holland
558,52.13926,4.40167,68087,0.0,1,2016-06-04,True,EV-Box,Prinses Marielaan 10,Prinses Marielaan 10,Wassenaar,POINT (4.40167 52.13926),Zuid-Holland
560,52.129868,4.59209579,68085,0.0,1,2016-06-04,True,Allego BV,Chopinlaan,Chopinlaan,Alphen Aan Den Rijn,POINT (4.59209579 52.129868),Zuid-Holland
561,52.12864,4.672289,68084,0.0,1,2016-06-04,True,Allego BV,Marnixstraat 17,Marnixstraat 17,Alphen Aan Den Rijn,POINT (4.672289 52.12864),Zuid-Holland
564,52.1214981,4.64989079,68081,0.0,1,2016-06-04,True,Allego BV,Evenaar 232,Evenaar 232,Alphen Aan Den Rijn,POINT (4.64989079 52.1214981),Zuid-Holland
565,52.11536,4.44188,68080,0.0,1,2016-06-04,True,EV-Box,Ter Lips 141,Ter Lips 141,Voorschoten,POINT (4.44188 52.11536),Zuid-Holland
578,52.09556643,4.58065774,68067,0.0,1,2016-06-04,True,Allego BV,Carel Fabritiusplantsoen 22,Carel Fabritiusplantsoen 22,Alphen Aan Den Rijn,POINT (4.58065774 52.09556643),Zuid-Holland
582,52.089883,4.360722,68063,0.0,2,2016-06-04,True,Ecotap,Hongarenburg 117,Hongarenburg 117,Den Haag,POINT (4.360722 52.089883),Zuid-Holland
583,52.087008,4.253981,68062,0.0,1,2016-06-04,True,Alfen,Duivelandsestraat,Duivelandsestraat,Den Haag,POINT (4.253981 52.087008),Zuid-Holland
584,52.084583,4.290817,68061,0.0,1,2016-06-04,True,Alfen,Groot Hertoginnelaan 8B,Groot Hertoginnelaan 8B,Den Haag,POINT (4.290817 52.084583),Zuid-Holland
585,52.079863,4.2684,68060,0.0,2,2016-06-04,True,Ecotap,Cypresstraat,Cypresstraat,Den Haag,POINT (4.2684 52.079863),Zuid-Holland
588,52.0757907,4.6692032,68057,0.0,1,2016-06-04,True,Allego BV,Valkenburgerlaan 40,Valkenburgerlaan 40,Alphen Aan Den Rijn,POINT (4.6692032 52.0757907),Zuid-Holland
593,52.066269,4.246603,68052,0.0,1,2016-06-04,True,Alfen,Treublaan,Treublaan,Den Haag,POINT (4.246603 52.066269),Zuid-Holland
596,52.065581,4.407169,68049,0.0,1,2016-06-04,True,Alfen,Schelpenhof 71,Schelpenhof 71,Den Haag,POINT (4.407169 52.065581),Zuid-Holland
598,52.063037116626,4.4913911819458,68047,0.0,1,2016-06-04,True,EV-Box,Luxemburglaan,Luxemburglaan,Zoetermeer,POINT (4.4913911819458 52.063037116626),Zuid-Holland
599,52.060677,4.408037,68046,0.0,2,2016-06-04,True,Ecotap,Spiegelkarpersingel 17,Spiegelkarpersingel 17,Den Haag,POINT (4.408037 52.060677),Zuid-Holland
600,52.060214,4.246205,68045,0.0,2,2016-06-04,True,Ecotap,Albert Rousselstraat 14E,Albert Rousselstraat 14E,Den Haag,POINT (4.246205 52.060214),Zuid-Holland
601,52.060083,4.8205321,68044,0.0,1,2016-06-04,True,The New Motion (BE),Hof van Waarder 14,Hof van Waarder 14,Bodegraven-Reeuwijk,POINT (4.8205321 52.060083),Zuid-Holland
602,52.059949,4.263696,68043,0.0,2,2016-06-04,True,Ecotap,Durgerdamhof 24,Durgerdamhof 24,Den Haag,POINT (4.263696 52.059949),Zuid-Holland
603,52.058926,4.301278,68042,0.0,2,2016-06-04,True,Ecotap,Lau Mazirellaan 438A,Lau Mazirellaan 438A,Den Haag,POINT (4.301278 52.058926),Zuid-Holland
604,52.054303,4.269275,68041,0.0,2,2016-06-04,True,Ecotap,Leyweg 301,Leyweg 301,Den Haag,POINT (4.269275 52.054303),Zuid-Holland
605,52.052436,4.31284,68040,0.0,1,2016-06-04,True,Alfen,Alberdingk Thijmstraat 85,Alberdingk Thijmstraat 85,Den Haag,POINT (4.31284 52.052436),Zuid-Holland
606,52.051538,4.250868,68039,0.0,2,2016-06-04,True,Ecotap,Doctor J. Presserstraat 188,Doctor J. Presserstraat 188,Den Haag,POINT (4.250868 52.051538),Zuid-Holland
608,52.03661,4.49242,68036,0.0,1,2016-06-04,True,EV-Box,Pruisisch blauw 5,Pruisisch blauw 5,Zoetermeer,POINT (4.49242 52.03661),Zuid-Holland
610,52.0303117,4.5307408,68034,0.0,1,2016-06-04,True,The New Motion (BE),Violierenweg,Violierenweg,Lansingerland,POINT (4.5307408 52.0303117),Zuid-Holland
612,52.02302,4.27835,68032,0.0,1,2016-06-04,True,EV-Box,De Gorzen 10,De Gorzen 10,Westland,POINT (4.27835 52.02302),Zuid-Holland
622,51.990557,4.452767,68022,0.0,2,2016-06-04,True,Ecotap,Stationssingel 308,Stationssingel 308,Lansingerland,POINT (4.452767 51.990557),Zuid-Holland
623,51.986453,4.345366,68021,0.0,2,2016-06-04,True,(Unknown Operator),Marshalllaan 1,Marshalllaan 1,Delft,POINT (4.345366 51.986453),Zuid-Holland
624,51.9852561950684,4.21665334701538,68020,0.0,1,2016-06-04,True,The New Motion (BE),Vlietweg 14A,Vlietweg 14A,Westland,POINT (4.21665334701538 51.9852561950684),Zuid-Holland
628,51.98077,4.58967,68016,0.0,1,2016-06-04,True,EV-Box,Cesar Domelastraat 14,Cesar Domelastraat 14,Rotterdam,POINT (4.58967 51.98077),Zuid-Holland
630,51.97458,4.22268,68014,0.0,1,2016-06-04,True,EV-Box,Jogchem van der Houtweg 14,Jogchem van der Houtweg 14,Westland,POINT (4.22268 51.97458),Zuid-Holland
631,51.97381,4.22726,68013,0.0,1,2016-06-04,True,EV-Box,Jogchem van der Houtweg 1,Jogchem van der Houtweg 1,Westland,POINT (4.22726 51.97381),Zuid-Holland
632,51.96912,4.5816,68012,0.0,1,2016-06-04,True,EV-Box,Carel Willinksingel 294,Carel Willinksingel 294,Rotterdam,POINT (4.5816 51.96912),Zuid-Holland
633,51.96569,5.03111,68011,0.0,1,2016-06-04,True,EV-Box,Bastiaan Bosstraat 23,Bastiaan Bosstraat 23,Zederik,POINT (5.03111 51.96569),Zuid-Holland
635,51.95484,4.45732,68009,0.0,1,2016-06-04,True,EV-Box,Bovendijk 162,Bovendijk 162,Rotterdam,POINT (4.45732 51.95484),Zuid-Holland
636,51.9516,4.84445,68008,0.0,1,2016-06-04,True,EV-Box,Regiment van Heutszstraat,Regiment van Heutszstraat,Krimpenerwaard,POINT (4.84445 51.9516),Zuid-Holland
637,51.94593,4.84928,68007,0.0,1,2016-06-04,True,EV-Box,Koestraat 80g,Koestraat 80g,Krimpenerwaard,POINT (4.84928 51.94593),Zuid-Holland
638,51.94454,4.56121,68006,0.0,1,2016-06-04,True,EV-Box,Evenaar 189,Evenaar 189,Rotterdam,POINT (4.56121 51.94454),Zuid-Holland
640,51.94014,4.47168,68004,0.0,1,2016-06-04,True,EV-Box,Gordelweg 95A,Gordelweg 95A,Rotterdam,POINT (4.47168 51.94014),Zuid-Holland
641,51.9385,4.47715,68003,0.0,1,2016-06-04,True,EV-Box,Lisstraat 4C,Lisstraat 4C,Rotterdam,POINT (4.47715 51.9385),Zuid-Holland
643,51.9304,4.47135,68001,0.0,1,2016-06-04,True,EV-Box,Schiekade 44C-03,Schiekade 44C-03,Rotterdam,POINT (4.47135 51.9304),Zuid-Holland
644,51.92755,4.55479,68000,0.0,1,2016-06-04,True,EV-Box,Clazina Kouwenbergzoom 296,Clazina Kouwenbergzoom 296,Rotterdam,POINT (4.55479 51.92755),Zuid-Holland
645,51.92747,4.48323,67999,0.0,1,2016-06-04,True,EV-Box,Vriendenlaan 21,Vriendenlaan 21,Rotterdam,POINT (4.48323 51.92747),Zuid-Holland
646,51.92306,4.6231,67998,0.0,1,2016-06-04,True,EV-Box,Fresia 215,Fresia 215,Krimpen Aan Den Ijssel,POINT (4.6231 51.92306),Zuid-Holland
647,51.91861,4.46102,67997,0.0,1,2016-06-04,True,EV-Box,Bajonetstraat 17E,Bajonetstraat 17E,Rotterdam,POINT (4.46102 51.91861),Zuid-Holland
648,51.91427,4.59587,67996,0.0,1,2016-06-04,True,EV-Box,Meerkoetstraat 11,Meerkoetstraat 11,Krimpen Aan Den Ijssel,POINT (4.59587 51.91427),Zuid-Holland
649,51.91424,4.5593,67995,0.0,1,2016-06-04,True,EV-Box,Bas de Blokrede 45,Bas de Blokrede 45,Capelle Aan Den Ijssel,POINT (4.5593 51.91424),Zuid-Holland
650,51.91107,4.52202,67994,0.0,1,2016-06-04,True,EV-Box,Keerkleppad 3,Keerkleppad 3,Rotterdam,POINT (4.52202 51.91107),Zuid-Holland
651,51.9076107535068,4.09957093457638,67993,0.0,1,2016-06-04,True,EV-Box,Berkenblad 17,Berkenblad 17,Westvoorne,POINT (4.09957093457638 51.9076107535068),Zuid-Holland
654,51.90368,4.20444,67990,0.0,1,2016-06-04,True,EV-Box,Staaldiepseweg 8,Staaldiepseweg 8,Brielle,POINT (4.20444 51.90368),Zuid-Holland
655,51.90251,4.2385,67989,0.0,1,2016-06-04,True,EV-Box,Zuidzijde 30,Zuidzijde 30,Rotterdam,POINT (4.2385 51.90251),Zuid-Holland
656,51.89859,4.50932,67988,0.0,1,2016-06-04,True,EV-Box,Hilledijk 259,Hilledijk 259,Rotterdam,POINT (4.50932 51.89859),Zuid-Holland
657,51.89382,4.16002,67987,0.0,1,2016-06-04,True,EV-Box,Gaffelaar 2,Gaffelaar 2,Brielle,POINT (4.16002 51.89382),Zuid-Holland
658,51.88921,4.46714,67986,0.0,1,2016-06-04,True,EV-Box,Boergoensevliet 85A,Boergoensevliet 85A,Rotterdam,POINT (4.46714 51.88921),Zuid-Holland
659,51.88647996,4.68059089,67985,0.0,1,2016-06-04,True,Allego BV,Moeraszegge 2,Moeraszegge 2,Molenwaard,POINT (4.68059089 51.88647996),Zuid-Holland
660,51.88356,4.54417,67984,0.0,1,2016-06-04,True,EV-Box,Aalsdijk 30,Aalsdijk 30,Rotterdam,POINT (4.54417 51.88356),Zuid-Holland
662,51.87668,4.04589,67982,0.0,1,2016-06-04,True,EV-Box,2e Slag 9,2e Slag 9,Westvoorne,POINT (4.04589 51.87668),Zuid-Holland
663,51.87199,4.60985,67981,0.0,1,2016-06-04,True,EV-Box,Tinstraat 24,Tinstraat 24,Ridderkerk,POINT (4.60985 51.87199),Zuid-Holland
664,51.87118,4.07374,67980,0.0,1,2016-06-04,True,EV-Box,Jupiterlaan 13,Jupiterlaan 13,Westvoorne,POINT (4.07374 51.87118),Zuid-Holland
665,51.87035,4.05352,67979,0.0,1,2016-06-04,True,EV-Box,Swinsedreef 22c,Swinsedreef 22c,Westvoorne,POINT (4.05352 51.87035),Zuid-Holland
666,51.86505,4.61228,67978,0.0,1,2016-06-04,True,EV-Box,Patrijs 8,Patrijs 8,Ridderkerk,POINT (4.61228 51.86505),Zuid-Holland
667,51.86369,4.35664,67977,0.0,1,2016-06-04,True,EV-Box,Pastoor Apeldoornpad 2,Pastoor Apeldoornpad 2,Rotterdam,POINT (4.35664 51.86369),Zuid-Holland
668,51.8634,4.37318,67976,0.0,1,2016-06-04,True,EV-Box,Oostzijdsepad 2,Oostzijdsepad 2,Rotterdam,POINT (4.37318 51.8634),Zuid-Holland
669,51.85703,4.4309,67975,0.0,1,2016-06-04,True,EV-Box,Ghijseland 351,Ghijseland 351,Albrandswaard,POINT (4.4309 51.85703),Zuid-Holland
